genus,organism_name,assembly_id
Aspergillus,Aspergillus flavus,GCA_024667295.1
Aspergillus,Aspergillus flavus,GCA_024667605.1
Aspergillus,Aspergillus flavus,GCA_024667655.1
Aspergillus,Aspergillus flavus,GCA_024667775.1
Aspergillus,Aspergillus flavus,GCA_024667855.1
Aspergillus,Aspergillus flavus,GCA_024668675.1
Aspergillus,Aspergillus flavus,GCA_024668685.1
Aspergillus,Aspergillus flavus,GCA_024668875.1
Aspergillus,Aspergillus flavus,GCA_024668885.1
Aspergillus,Aspergillus flavus,GCA_024668895.1
Aspergillus,Aspergillus flavus,GCA_024669875.1
Aspergillus,Aspergillus flavus,GCA_024670345.1
Aspergillus,Aspergillus flavus,GCA_024670455.1
Aspergillus,Aspergillus flavus,GCA_024671085.1
Aspergillus,Aspergillus flavus,GCA_024671095.1
Aspergillus,Aspergillus flavus,GCA_024671105.1
Aspergillus,Aspergillus flavus,GCA_024671585.1
Aspergillus,Aspergillus flavus,GCA_024672055.1
Aspergillus,Aspergillus flavus,GCA_024672335.1
Aspergillus,Aspergillus flavus,GCA_024672365.1
Aspergillus,Aspergillus flavus,GCA_024672685.1
Aspergillus,Aspergillus flavus,GCA_024673175.1
Aspergillus,Aspergillus flavus,GCA_024673185.1
Aspergillus,Aspergillus flavus,GCA_024673995.1
Aspergillus,Aspergillus flavus,GCA_024674045.1
Aspergillus,Aspergillus flavus,GCA_024674685.1
Aspergillus,Aspergillus flavus,GCA_024674975.1
Aspergillus,Aspergillus flavus,GCA_024675085.1
Aspergillus,Aspergillus flavus,GCA_024675385.1
Aspergillus,Aspergillus flavus,GCA_024675505.1
Aspergillus,Aspergillus flavus,GCA_024676255.1
Aspergillus,Aspergillus flavus,GCA_024676265.1
Aspergillus,Aspergillus flavus,GCA_024676745.1
Aspergillus,Aspergillus flavus,GCA_024676795.1
Aspergillus,Aspergillus flavus,GCA_024676845.1
Aspergillus,Aspergillus flavus,GCA_024676865.1
Aspergillus,Aspergillus flavus,GCA_024676875.1
Aspergillus,Aspergillus flavus,GCA_024676895.1
Aspergillus,Aspergillus flavus,GCA_024676915.1
Aspergillus,Aspergillus flavus,GCA_024676945.1
Aspergillus,Aspergillus flavus,GCA_024676965.1
Aspergillus,Aspergillus flavus,GCA_024676985.1
Aspergillus,Aspergillus flavus,GCA_024677005.1
Aspergillus,Aspergillus flavus,GCA_024677025.1
Aspergillus,Aspergillus flavus,GCA_024677065.1
Aspergillus,Aspergillus flavus,GCA_024677125.1
Aspergillus,Aspergillus flavus,GCA_024677145.1
Aspergillus,Aspergillus flavus,GCA_024678145.1
Aspergillus,Aspergillus flavus,GCA_024678165.1
Aspergillus,Aspergillus flavus,GCA_024678185.1
Aspergillus,Aspergillus flavus,GCA_024678205.1
Aspergillus,Aspergillus flavus,GCA_024678225.1
Aspergillus,Aspergillus flavus,GCA_024678285.1
Aspergillus,Aspergillus flavus,GCA_024678295.1
Aspergillus,Aspergillus flavus,GCA_024678325.1
Aspergillus,Aspergillus flavus,GCA_024678345.1
Aspergillus,Aspergillus flavus,GCA_024678365.1
Aspergillus,Aspergillus flavus,GCA_024678385.1
Aspergillus,Aspergillus flavus,GCA_024678405.1
Aspergillus,Aspergillus flavus,GCA_024678425.1
Aspergillus,Aspergillus flavus,GCA_024678445.1
Aspergillus,Aspergillus flavus,GCA_024678465.1
Aspergillus,Aspergillus flavus,GCA_024678485.1
Aspergillus,Aspergillus flavus,GCA_024678505.1
Aspergillus,Aspergillus flavus,GCA_024678525.1
Aspergillus,Aspergillus flavus,GCA_024678545.1
Aspergillus,Aspergillus flavus,GCA_024678565.1
Aspergillus,Aspergillus flavus,GCA_024678585.1
Aspergillus,Aspergillus flavus,GCA_024678605.1
Aspergillus,Aspergillus flavus,GCA_024678625.1
Aspergillus,Aspergillus flavus,GCA_024678645.1
Aspergillus,Aspergillus flavus,GCA_024678665.1
Aspergillus,Aspergillus flavus,GCA_024678685.1
Aspergillus,Aspergillus flavus,GCA_024678705.1
Aspergillus,Aspergillus flavus,GCA_024678725.1
Aspergillus,Aspergillus flavus,GCA_024678745.1
Aspergillus,Aspergillus flavus,GCA_024678765.1
Aspergillus,Aspergillus flavus,GCA_024678785.1
Aspergillus,Aspergillus flavus,GCA_024678805.1
Aspergillus,Aspergillus flavus,GCA_024678825.1
Aspergillus,Aspergillus flavus,GCA_024678845.1
Aspergillus,Aspergillus flavus,GCA_024678865.1
Aspergillus,Aspergillus flavus,GCA_024678885.1
Aspergillus,Aspergillus flavus,GCA_024678905.1
Aspergillus,Aspergillus flavus,GCA_024678925.1
Aspergillus,Aspergillus flavus,GCA_024678945.1
Aspergillus,Aspergillus flavus,GCA_025765975.1
Aspergillus,Aspergillus flavus,GCA_025769605.1
Aspergillus,Aspergillus flavus,GCA_025769635.1
Aspergillus,Aspergillus flavus,GCA_025769655.1
Aspergillus,Aspergillus flavus,GCA_025769695.1
Aspergillus,Aspergillus flavus,GCA_025769725.1
Aspergillus,Aspergillus flavus,GCA_025769745.1
Aspergillus,Aspergillus flavus,GCA_025769785.1
Aspergillus,Aspergillus flavus,GCA_025769805.1
Aspergillus,Aspergillus flavus,GCA_025769845.1
Aspergillus,Aspergillus flavus,GCA_026743815.1
Aspergillus,Aspergillus flavus,GCA_026743835.1
Aspergillus,Aspergillus flavus,GCA_026743845.1
Aspergillus,Aspergillus flavus,GCA_027574695.1
Aspergillus,Aspergillus flavus,GCA_029582055.1
Aspergillus,Aspergillus flavus,GCA_030515275.1
Aspergillus,Aspergillus flavus,GCA_030770195.1
Aspergillus,Aspergillus flavus,GCA_030770205.1
Aspergillus,Aspergillus flavus,GCA_031304175.1
Aspergillus,Aspergillus flavus,GCA_031304185.1
Aspergillus,Aspergillus flavus,GCA_031304255.1
Aspergillus,Aspergillus flavus,GCA_031304705.1
Aspergillus,Aspergillus flavus,GCA_031304755.1
Aspergillus,Aspergillus flavus,GCA_031304965.1
Aspergillus,Aspergillus flavus,GCA_031304975.1
Aspergillus,Aspergillus flavus,GCA_031305065.1
Aspergillus,Aspergillus flavus,GCA_031305075.1
Aspergillus,Aspergillus flavus,GCA_031305155.1
Aspergillus,Aspergillus flavus,GCA_031471895.1
Aspergillus,Aspergillus flavus,GCA_031471915.1
Aspergillus,Aspergillus flavus,GCA_031471935.1
Aspergillus,Aspergillus flavus,GCA_031471965.1
Aspergillus,Aspergillus flavus,GCA_031471985.1
Aspergillus,Aspergillus flavus,GCA_034621645.1
Aspergillus,Aspergillus flavus,GCA_034621665.1
Aspergillus,Aspergillus flavus,GCA_037040755.1
Aspergillus,Aspergillus flavus,GCA_037044375.1
Aspergillus,Aspergillus flavus,GCA_039267105.1
Aspergillus,Aspergillus flavus,GCA_039267115.1
Aspergillus,Aspergillus flavus,GCA_039267155.1
Aspergillus,Aspergillus flavus,GCA_039267165.1
Aspergillus,Aspergillus flavus,GCA_039267225.1
Aspergillus,Aspergillus flavus,GCA_039267495.1
Aspergillus,Aspergillus flavus,GCA_039267505.1
Aspergillus,Aspergillus flavus,GCA_039267535.1
Aspergillus,Aspergillus flavus,GCA_039267545.1
Aspergillus,Aspergillus flavus,GCA_039267615.1
Aspergillus,Aspergillus flavus,GCA_039267855.1
Aspergillus,Aspergillus flavus,GCA_039267875.1
Aspergillus,Aspergillus flavus,GCA_039267895.1
Aspergillus,Aspergillus flavus,GCA_039267915.1
Aspergillus,Aspergillus flavus,GCA_039268055.1
Aspergillus,Aspergillus flavus,GCA_039268115.1
Aspergillus,Aspergillus flavus,GCA_042608585.1
Aspergillus,Aspergillus flavus,GCA_042608595.1
Aspergillus,Aspergillus flavus,GCA_042608605.1
Aspergillus,Aspergillus flavus,GCA_042608625.1
Aspergillus,Aspergillus flavus,GCA_042608645.1
Aspergillus,Aspergillus flavus,GCA_042608685.1
Aspergillus,Aspergillus flavus,GCA_042608695.1
Aspergillus,Aspergillus flavus,GCA_042608725.1
Aspergillus,Aspergillus flavus,GCA_042608735.1
Aspergillus,Aspergillus flavus,GCA_042608745.1
Aspergillus,Aspergillus flavus,GCA_042608785.1
Aspergillus,Aspergillus flavus,GCA_042608795.1
Aspergillus,Aspergillus flavus,GCA_042608805.1
Aspergillus,Aspergillus flavus,GCA_042608825.1
Aspergillus,Aspergillus flavus,GCA_042608855.1
Aspergillus,Aspergillus flavus,GCA_042608885.1
Aspergillus,Aspergillus flavus,GCA_042608895.1
Aspergillus,Aspergillus flavus,GCA_042608905.1
Aspergillus,Aspergillus flavus,GCA_042608915.1
Aspergillus,Aspergillus flavus,GCA_042608925.1
Aspergillus,Aspergillus flavus,GCA_042608985.1
Aspergillus,Aspergillus flavus,GCA_042608995.1
Aspergillus,Aspergillus flavus,GCA_042609005.1
Aspergillus,Aspergillus flavus,GCA_042609015.1
Aspergillus,Aspergillus flavus,GCA_042609025.1
Aspergillus,Aspergillus flavus,GCA_042609085.1
Aspergillus,Aspergillus flavus,GCA_042609095.1
Aspergillus,Aspergillus flavus,GCA_042609105.1
Aspergillus,Aspergillus flavus,GCA_042609115.1
Aspergillus,Aspergillus flavus,GCA_042609135.1
Aspergillus,Aspergillus flavus,GCA_042609175.1
Aspergillus,Aspergillus flavus,GCA_042609195.1
Aspergillus,Aspergillus flavus,GCA_042609205.1
Aspergillus,Aspergillus flavus,GCA_042609225.1
Aspergillus,Aspergillus flavus,GCA_042609255.1
Aspergillus,Aspergillus flavus,GCA_042609265.1
Aspergillus,Aspergillus flavus,GCA_042609275.1
Aspergillus,Aspergillus flavus,GCA_042609295.1
Aspergillus,Aspergillus flavus,GCA_042609345.1
Aspergillus,Aspergillus flavus,GCA_042609365.1
Aspergillus,Aspergillus flavus,GCA_042931535.1
Aspergillus,Aspergillus flavus,GCA_042931575.1
Aspergillus,Aspergillus flavus,GCA_042931675.1
Aspergillus,Aspergillus flavus,GCA_042931695.1
Aspergillus,Aspergillus flavus,GCA_042931735.1
Aspergillus,Aspergillus flavus,GCA_042931755.1
Aspergillus,Aspergillus flavus,GCA_042931795.1
Aspergillus,Aspergillus flavus,GCA_042931815.1
Aspergillus,Aspergillus flavus,GCA_044589465.1
Aspergillus,Aspergillus flavus,GCA_050947185.1
Aspergillus,Aspergillus flavus,GCA_052814715.1
Aspergillus,Aspergillus flavus,GCA_052814735.1
Aspergillus,Aspergillus flavus,GCA_052814805.1
Aspergillus,Aspergillus flavus,GCA_052815365.1
Aspergillus,Aspergillus flavus,GCA_052815425.1
Aspergillus,Aspergillus flavus,GCA_052815445.1
Aspergillus,Aspergillus flavus,GCA_052815505.1
Aspergillus,Aspergillus flavus,GCA_052815525.1
Aspergillus,Aspergillus flavus,GCA_052815545.1
Aspergillus,Aspergillus flavus,GCA_052815585.1
Aspergillus,Aspergillus flavus,GCA_052815605.1
Aspergillus,Aspergillus flavus,GCA_052815635.1
Aspergillus,Aspergillus flavus,GCA_054134075.1
Aspergillus,Aspergillus flavus,GCA_054134085.1
Aspergillus,Aspergillus flavus,GCA_054134095.1
Aspergillus,Aspergillus flavus,GCA_054134195.1
Aspergillus,Aspergillus flavus,GCA_054134225.1
Aspergillus,Aspergillus flavus,GCA_054134245.1
Aspergillus,Aspergillus flavus,GCA_054771975.1
Aspergillus,Aspergillus flavus,GCA_054771995.1
Aspergillus,Aspergillus flavus,GCA_054772015.1
Aspergillus,Aspergillus flavus,GCA_054772035.1
Aspergillus,Aspergillus flavus,GCA_055672005.1
Aspergillus,Aspergillus flavus,GCA_055672025.1
Aspergillus,Aspergillus flavus,GCA_055697395.1
Aspergillus,Aspergillus flavus,GCA_055697435.1
Aspergillus,Aspergillus flavus AF70,GCA_000952835.1
Aspergillus,Aspergillus flavus NRRL3357,GCA_000006275.3
Aspergillus,Aspergillus flavus NRRL3357,GCA_014117465.1
Aspergillus,Aspergillus floccosus,GCA_048565125.1
Aspergillus,Aspergillus floridensis,GCA_012184565.1
Aspergillus,Aspergillus foetidus,GCA_037044355.1
Aspergillus,Aspergillus foveolatus,GCA_047715535.1
Aspergillus,Aspergillus fructus,GCA_027569115.1
Aspergillus,Aspergillus fruticulosus,GCA_047715895.1
Aspergillus,Aspergillus fumigatiaffinis,GCA_012656225.1
Aspergillus,Aspergillus fumigatiaffinis,GCA_012656285.1
Aspergillus,Aspergillus fumigatiaffinis,GCA_012656295.1
Aspergillus,Aspergillus fumigatiaffinis,GCA_012656325.1
Aspergillus,Aspergillus fumigatus,GCA_000731615.1
Aspergillus,Aspergillus fumigatus,GCA_001643655.1
Aspergillus,Aspergillus fumigatus,GCA_001643665.1
Aspergillus,Aspergillus fumigatus,GCA_001715275.2
Aspergillus,Aspergillus fumigatus,GCA_002234955.1
Aspergillus,Aspergillus fumigatus,GCA_002234985.1
Aspergillus,Aspergillus fumigatus,GCA_003069565.1
Aspergillus,Aspergillus fumigatus,GCA_003116565.1
Aspergillus,Aspergillus fumigatus,GCA_012656115.1
Aspergillus,Aspergillus fumigatus,GCA_012656125.1
Aspergillus,Aspergillus fumigatus,GCA_012656165.1
Aspergillus,Aspergillus fumigatus,GCA_012656185.1
Aspergillus,Aspergillus fumigatus,GCA_012656215.1
Aspergillus,Aspergillus fumigatus,GCA_015571995.1
Aspergillus,Aspergillus fumigatus,GCA_015572005.1
Aspergillus,Aspergillus fumigatus,GCA_015572015.1
Aspergillus,Aspergillus fumigatus,GCA_015572025.1
Aspergillus,Aspergillus fumigatus,GCA_015586125.1
Aspergillus,Aspergillus fumigatus,GCA_018804105.1
Aspergillus,Aspergillus fumigatus,GCA_020498725.1
Aspergillus,Aspergillus fumigatus,GCA_020498735.1
Aspergillus,Aspergillus fumigatus,GCA_020498745.1
Aspergillus,Aspergillus fumigatus,GCA_020498755.1
Aspergillus,Aspergillus fumigatus,GCA_020498765.1
Aspergillus,Aspergillus fumigatus,GCA_020498805.1
Aspergillus,Aspergillus fumigatus,GCA_020498815.1
Aspergillus,Aspergillus fumigatus,GCA_020498865.1
Aspergillus,Aspergillus fumigatus,GCA_020498875.1
Aspergillus,Aspergillus fumigatus,GCA_020498885.1
Aspergillus,Aspergillus fumigatus,GCA_020498895.1
Aspergillus,Aspergillus fumigatus,GCA_020498905.1
Aspergillus,Aspergillus fumigatus,GCA_020498945.1
Aspergillus,Aspergillus fumigatus,GCA_020498965.1
Aspergillus,Aspergillus fumigatus,GCA_020498985.1
Aspergillus,Aspergillus fumigatus,GCA_020499005.1
Aspergillus,Aspergillus fumigatus,GCA_020499015.1
Aspergillus,Aspergillus fumigatus,GCA_020499035.1
Aspergillus,Aspergillus fumigatus,GCA_020499045.1
Aspergillus,Aspergillus fumigatus,GCA_020499075.1
Aspergillus,Aspergillus fumigatus,GCA_020499115.1
Aspergillus,Aspergillus fumigatus,GCA_020499125.1
Aspergillus,Aspergillus fumigatus,GCA_020499135.1
Aspergillus,Aspergillus fumigatus,GCA_020499155.1
Aspergillus,Aspergillus fumigatus,GCA_020499185.1
Aspergillus,Aspergillus fumigatus,GCA_020499195.1
Aspergillus,Aspergillus fumigatus,GCA_020499225.1
Aspergillus,Aspergillus fumigatus,GCA_020499245.1
Aspergillus,Aspergillus fumigatus,GCA_020499255.1
Aspergillus,Aspergillus fumigatus,GCA_020499265.1
Aspergillus,Aspergillus fumigatus,GCA_020499315.1
Aspergillus,Aspergillus fumigatus,GCA_020499325.1
Aspergillus,Aspergillus fumigatus,GCA_020499335.1
Aspergillus,Aspergillus fumigatus,GCA_020499355.1
Aspergillus,Aspergillus fumigatus,GCA_020499395.1
Aspergillus,Aspergillus fumigatus,GCA_020499405.1
Aspergillus,Aspergillus fumigatus,GCA_020499415.1
Aspergillus,Aspergillus fumigatus,GCA_020499455.1
Aspergillus,Aspergillus fumigatus,GCA_020499475.1
Aspergillus,Aspergillus fumigatus,GCA_020499485.1
Aspergillus,Aspergillus fumigatus,GCA_020499495.1
Aspergillus,Aspergillus fumigatus,GCA_020499505.1
Aspergillus,Aspergillus fumigatus,GCA_020499565.1
Aspergillus,Aspergillus fumigatus,GCA_020499575.1
Aspergillus,Aspergillus fumigatus,GCA_020499585.1
Aspergillus,Aspergillus fumigatus,GCA_020499595.1
Aspergillus,Aspergillus fumigatus,GCA_020499605.1
Aspergillus,Aspergillus fumigatus,GCA_020499645.1
Aspergillus,Aspergillus fumigatus,GCA_020499675.1
Aspergillus,Aspergillus fumigatus,GCA_020499685.1
Aspergillus,Aspergillus fumigatus,GCA_020499695.1
Aspergillus,Aspergillus fumigatus,GCA_020499715.1
Aspergillus,Aspergillus fumigatus,GCA_020499755.1
Aspergillus,Aspergillus fumigatus,GCA_020499775.1
Aspergillus,Aspergillus fumigatus,GCA_020499785.1
Aspergillus,Aspergillus fumigatus,GCA_020499805.1
Aspergillus,Aspergillus fumigatus,GCA_020499815.1
Aspergillus,Aspergillus fumigatus,GCA_020499825.1
Aspergillus,Aspergillus fumigatus,GCA_020499865.1
Aspergillus,Aspergillus fumigatus,GCA_020499885.1
Aspergillus,Aspergillus fumigatus,GCA_020499905.1
Aspergillus,Aspergillus fumigatus,GCA_020499915.1
Aspergillus,Aspergillus fumigatus,GCA_020499935.1
Aspergillus,Aspergillus fumigatus,GCA_020499975.1
Aspergillus,Aspergillus fumigatus,GCA_020499985.1
Aspergillus,Aspergillus fumigatus,GCA_020499995.1
Aspergillus,Aspergillus fumigatus,GCA_020500025.1
Aspergillus,Aspergillus fumigatus,GCA_020500065.1
Aspergillus,Aspergillus fumigatus,GCA_020500075.1
Aspergillus,Aspergillus fumigatus,GCA_020500085.1
Aspergillus,Aspergillus fumigatus,GCA_020500105.1
Aspergillus,Aspergillus fumigatus,GCA_020500115.1
Aspergillus,Aspergillus fumigatus,GCA_020500165.1
Aspergillus,Aspergillus fumigatus,GCA_020500185.1
Aspergillus,Aspergillus fumigatus,GCA_020500195.1
Aspergillus,Aspergillus fumigatus,GCA_020500205.1
Aspergillus,Aspergillus fumigatus,GCA_020500215.1
Aspergillus,Aspergillus fumigatus,GCA_020500235.1
Aspergillus,Aspergillus fumigatus,GCA_020500275.1
Aspergillus,Aspergillus fumigatus,GCA_020500285.1
Aspergillus,Aspergillus fumigatus,GCA_020500295.1
Aspergillus,Aspergillus fumigatus,GCA_020500305.1
Aspergillus,Aspergillus fumigatus,GCA_020500355.1
Aspergillus,Aspergillus fumigatus,GCA_020500365.1
Aspergillus,Aspergillus fumigatus,GCA_020500385.1
Aspergillus,Aspergillus fumigatus,GCA_020500395.1
Aspergillus,Aspergillus fumigatus,GCA_020500445.1
Aspergillus,Aspergillus fumigatus,GCA_020500455.1
Aspergillus,Aspergillus fumigatus,GCA_020500465.1
Aspergillus,Aspergillus fumigatus,GCA_020500475.1
Aspergillus,Aspergillus fumigatus,GCA_020500485.1
Aspergillus,Aspergillus fumigatus,GCA_020500535.1
Aspergillus,Aspergillus fumigatus,GCA_020500545.1
Aspergillus,Aspergillus fumigatus,GCA_020500555.1
Aspergillus,Aspergillus fumigatus,GCA_020500565.1
Aspergillus,Aspergillus fumigatus,GCA_020500595.1
Aspergillus,Aspergillus fumigatus,GCA_020500605.1
Aspergillus,Aspergillus fumigatus,GCA_020500645.1
Aspergillus,Aspergillus fumigatus,GCA_020500655.1
Aspergillus,Aspergillus fumigatus,GCA_020500685.1
Aspergillus,Aspergillus fumigatus,GCA_020500695.1
Aspergillus,Aspergillus fumigatus,GCA_020500705.1
Aspergillus,Aspergillus fumigatus,GCA_020500765.1
Aspergillus,Aspergillus fumigatus,GCA_020500775.1
Aspergillus,Aspergillus fumigatus,GCA_020500785.1
Aspergillus,Aspergillus fumigatus,GCA_020500805.1
Aspergillus,Aspergillus fumigatus,GCA_020500815.1
Aspergillus,Aspergillus fumigatus,GCA_020500845.1
Aspergillus,Aspergillus fumigatus,GCA_020500865.1
Aspergillus,Aspergillus fumigatus,GCA_020500875.1
Aspergillus,Aspergillus fumigatus,GCA_020500905.1
Aspergillus,Aspergillus fumigatus,GCA_020500935.1
Aspergillus,Aspergillus fumigatus,GCA_020500945.1
Aspergillus,Aspergillus fumigatus,GCA_020500965.1
Aspergillus,Aspergillus fumigatus,GCA_020500975.1
Aspergillus,Aspergillus fumigatus,GCA_020500995.1
Aspergillus,Aspergillus fumigatus,GCA_020501005.1
Aspergillus,Aspergillus fumigatus,GCA_020501045.1
Aspergillus,Aspergillus fumigatus,GCA_020501075.1
Aspergillus,Aspergillus fumigatus,GCA_020501095.1
Aspergillus,Aspergillus fumigatus,GCA_020501105.1
Aspergillus,Aspergillus fumigatus,GCA_020501115.1
Aspergillus,Aspergillus fumigatus,GCA_020501135.1
Aspergillus,Aspergillus fumigatus,GCA_020501145.1
Aspergillus,Aspergillus fumigatus,GCA_020501175.1
Aspergillus,Aspergillus fumigatus,GCA_020501185.1
Aspergillus,Aspergillus fumigatus,GCA_020501235.1
Aspergillus,Aspergillus fumigatus,GCA_020501245.1
Aspergillus,Aspergillus fumigatus,GCA_020501255.1
Aspergillus,Aspergillus fumigatus,GCA_020501265.1
Aspergillus,Aspergillus fumigatus,GCA_020501325.1
Aspergillus,Aspergillus fumigatus,GCA_020501335.1
Aspergillus,Aspergillus fumigatus,GCA_020501345.1
Aspergillus,Aspergillus fumigatus,GCA_020501355.1
Aspergillus,Aspergillus fumigatus,GCA_020501375.1
Aspergillus,Aspergillus fumigatus,GCA_020501405.1
Aspergillus,Aspergillus fumigatus,GCA_020501425.1
Aspergillus,Aspergillus fumigatus,GCA_020501445.1
Aspergillus,Aspergillus fumigatus,GCA_020501465.1
Aspergillus,Aspergillus fumigatus,GCA_020501475.1
Aspergillus,Aspergillus fumigatus,GCA_020501495.1
Aspergillus,Aspergillus fumigatus,GCA_020501535.1
Aspergillus,Aspergillus fumigatus,GCA_020501545.1
Aspergillus,Aspergillus fumigatus,GCA_020501555.1
Aspergillus,Aspergillus fumigatus,GCA_020501575.1
Aspergillus,Aspergillus fumigatus,GCA_020501605.1
Aspergillus,Aspergillus fumigatus,GCA_020501615.1
Aspergillus,Aspergillus fumigatus,GCA_020501635.1
Aspergillus,Aspergillus fumigatus,GCA_020501645.1
Aspergillus,Aspergillus fumigatus,GCA_020501695.1
Aspergillus,Aspergillus fumigatus,GCA_020501705.1
Aspergillus,Aspergillus fumigatus,GCA_020501715.1
Aspergillus,Aspergillus fumigatus,GCA_020501735.1
Aspergillus,Aspergillus fumigatus,GCA_020501765.1
Aspergillus,Aspergillus fumigatus,GCA_020501785.1
Aspergillus,Aspergillus fumigatus,GCA_020501805.1
Aspergillus,Aspergillus fumigatus,GCA_020501815.1
Aspergillus,Aspergillus fumigatus,GCA_020501835.1
Aspergillus,Aspergillus fumigatus,GCA_020501875.1
Aspergillus,Aspergillus fumigatus,GCA_020501885.1
Aspergillus,Aspergillus fumigatus,GCA_020501895.1
Aspergillus,Aspergillus fumigatus,GCA_020501905.1
Aspergillus,Aspergillus fumigatus,GCA_020501935.1
Aspergillus,Aspergillus fumigatus,GCA_020501985.1
Aspergillus,Aspergillus fumigatus,GCA_020501995.1
